,name,teamRole,wins,losses,duration,kills,deaths,assists,KDA,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,inhibitorKills,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,totalTimeCrowdControlDealt,champLevel,visionWardsBoughtInGame,sightWardsBoughtInGame,wardsPlaced,wardsKilled,firstBloodKill,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,creepsPerMinDeltas.10.20,creepsPerMinDeltas.0.10,xpPerMinDeltas.10.20,xpPerMinDeltas.0.10,goldPerMinDeltas.10.20,goldPerMinDeltas.0.10,damageTakenPerMinDeltas.10.20,damageTakenPerMinDeltas.0.10
1,Alistar,SUPPORT,8,8,2249.6875,0.5,2.6875,5.9375,2.395348837,102879.625,8193.25,6293.75,88391.4375,4481.375,3586,449.125,445.4375,7212.6875,4.8125,27089.5625,1418.3125,611.5625,106.0625,26.0625,20771.5625,9138,10648,984.75,8929.625,8231.25,0.1875,0,58.25,0.5,0,0,70.0625,13.6875,21.875,0,68.375,14.1875,0.0625,0,0.3125,0,0.4375,2.0125,1.49375,268.3,273.2375,219.29375,163.35625,389.65625,260.91875
2,Anivia,MID,1,4,2473.4,2.4,2.2,4,2.909090909,391523,230269.4,12441.4,148811.4,26882.4,25701.4,772.2,408,11104,1,11907.4,14943.2,1920.6,40.2,44,23074.8,13515.2,8639,920.2,15301.4,14151,0.6,0.2,328,31,25.2,3.2,4057.4,17,7,0,17.6,6.2,0.2,0,0,0,0.2,10.54,8.58,553.92,500.42,388.1,302.72,390.58,172.94
3,Ashe,BOTCARRY,1,2,2369,2,1.666666667,5.333333333,4.4,294455.6667,6605.333333,275448,12401.66667,31500,3539.333333,27561,399,7525.666667,3,12414.66667,21490,5145,55.33333333,68.66666667,17745.33333,9048,8122,574.3333333,16702.33333,15733.33333,2.333333333,0.666666667,363.3333333,40,25,4.333333333,4198.666667,17,3.333333333,0,12.33333333,16,0,0,0,0,0,10.16666667,8.9,431.2,324.3,403.7333333,278.9666667,226.7,176.7333333
4,Aurelion Sol,MID,2,0,2204.5,5.5,1.5,10,10.33333333,322557.5,234712.5,10674.5,77170.5,23601,22344,1116.5,140,4122.5,1.5,7452.5,14027,3327,41,23.5,17402,9828.5,7260,313,16310.5,15062.5,1,0,325,25,18.5,4.5,452,18,5,0,19,9,0,0,0,0,0.5,10.05,7.95,534.45,440.2,412.7,271.65,489.25,319.15
5,Azir,MID,23,31,2344.240741,2.685185185,2.055555556,3.333333333,2.927927928,286828.7222,269628.0185,11698.14815,5501.685185,25117.55556,24053.25926,670.8148148,392.9259259,2111.351852,1.407407407,9747.592593,16704.85185,4522.62963,43.83333333,10.25925926,15620.87037,7948.018519,7376.796296,295.3703704,15996.38889,14816.57407,1.37037037,0.425925926,356.0185185,35.57407407,27.7037037,4.444444444,307.7592593,17.33333333,6.351851852,0,18.37037037,13.07407407,0.055555556,0.074074074,0.074074074,0.12962963,0.222222222,10.58518519,8.827777778,564.6388889,479.3925926,402.4018519,291.8111111,316.9185185,182.8185185
6,Brand,SUPPORT,0,1,2179,1,6,6,1.166666667,65019,57880,6519,619,28401,27804,301,296,889,1,5809,15883,2084,74,8,14671,5436,8832,402,8862,8185,1,0,30,0,0,0,23,13,12,0,42,10,0,0,1,0,0,0.5,0.6,180,299.3,215.8,212.4,431.1,142.5
7,Braum,SUPPORT,32,35,2285.029851,0.373134328,2.328358209,7.014925373,3.173076923,110537.0299,9233.61194,8568.283582,92734.14925,5026.149254,4221.268657,514.4029851,289.8358209,3733.641791,4.597014925,21329.9403,2018.313433,672.1641791,96.07462687,28.14925373,17593.83582,7989.552239,8703.522388,899.880597,9562.089552,8735.447761,0.298507463,0.059701493,76.52238806,0.417910448,0.119402985,0,511.761194,13.91044776,20.13432836,0,62.76119403,13.11940299,0.029850746,0.029850746,0.208955224,0.029850746,0.28358209,2.282089552,1.629850746,279.6776119,264.4462687,228.4507463,160.838806,328.038806,223.4746269
8,Caitlyn,BOTCARRY,21,20,2130.853659,2.926829268,1.12195122,3.512195122,5.739130435,296447.6585,59314.2439,230527.4146,6605.463415,23125.56098,4266.878049,17955.29268,902.7560976,3336.878049,2.902439024,9210.292683,19286.56098,8228.487805,49.2195122,22.73170732,9787.97561,4668.170732,4875.707317,243.4146341,15778.07317,14340.85366,2.707317073,0.341463415,357.6341463,29.02439024,18.3902439,4.609756098,274.5609756,16.07317073,5.048780488,0,15.43902439,16.26829268,0.048780488,0.317073171,0.12195122,0.146341463,0.195121951,10.87560976,9.312195122,442.8219512,330.8780488,422.3170732,308.4829268,178.8609756,168.9707317
9,Camille,JUNGLE,0,2,2571,2,4,4,1.5,196048,10628,145091,40328.5,9291,934.5,6027.5,2328,17746,1,26185.5,19909,830.5,132.5,11,37622,12994.5,24215.5,411,12795.5,12670.5,0.5,0,41.5,173,119,11.5,664.5,17,16.5,0,73,27,0,0.5,0,0,0,0.65,0.2,435.1,297.65,347.25,227.7,834.7,603.75
10,Camille,TOP,18,8,2099.538462,2.961538462,1.923076923,3.961538462,3.6,218036.4231,966,184245.0769,32824.19231,15933.5,938.9615385,10684,4309.576923,3446.538462,1,22922.11538,10763.19231,6159.538462,42.03846154,19.03846154,23889.26923,8085.692308,14686.53846,1116.5,14550.11538,13436.84615,1.846153846,0.576923077,306.0384615,21.23076923,9.615384615,5.230769231,329.6923077,17.11538462,5.307692308,0,19.46153846,7.615384615,0.115384615,0.115384615,0.076923077,0.153846154,0.153846154,9.523076923,8.084615385,532.2,454.8076923,394.5730769,278.1,452.6576923,358.55
11,Cassiopeia,MID,4,5,2210.666667,3.444444444,2,3.333333333,3.388888889,217650,202872,13082.77778,1694.777778,18168.88889,17676.33333,309.1111111,182.7777778,9321.777778,1.444444444,10800.33333,15370.77778,2292.444444,40.77777778,23.44444444,17873.88889,7844.666667,9635.111111,393.5555556,14554.77778,13597.22222,0.444444444,0.111111111,310.1111111,31.22222222,23.22222222,2.777777778,4513.888889,17.11111111,7.888888889,0,20.33333333,8.555555556,0.111111111,0.111111111,0,0,0.111111111,9.733333333,9.322222222,558.2,476.6,409.3111111,303.8111111,373.3888889,184.0333333
12,Cho'Gath,TOP,11,16,2257.888889,1.925925926,3.037037037,3.444444444,1.768292683,191369.4074,120636,40793.40741,29938.92593,12750.25926,8040.037037,1620.740741,3088.62963,9180.703704,1,49697.40741,6650.074074,2194.888889,42.14814815,76.03703704,39914.33333,15596.59259,22591.81481,1725.111111,13482.33333,13059.81481,0.740740741,0.074074074,292.4444444,10.07407407,3.074074074,0.333333333,1373.851852,16.96296296,6.851851852,0,22.33333333,7.037037037,0.074074074,0,0.111111111,0.037037037,0.296296296,9.4,8.47037037,518.8074074,459.2148148,367.4037037,281.0851852,685.8555556,441.9148148
13,Corki,MID,9,8,2527.529412,3.411764706,2.294117647,3.823529412,3.153846154,392636.2353,317766.5294,43037.11765,31831.76471,33958.82353,30054.05882,3140.411765,763.6470588,6345.647059,1,11121.58824,18040.88235,7417.529412,48.17647059,2.470588235,22023.76471,11987.64706,9493.882353,541.7058824,18688.76471,16742.70588,2.470588235,0.294117647,413.1176471,44.35294118,33.70588235,7.235294118,234.1764706,17.82352941,4.823529412,0,18.41176471,13.88235294,0.117647059,0.058823529,0.117647059,0.176470588,0.235294118,11.1,9.041176471,583.6117647,486.2647059,434.0529412,305.5529412,394.2823529,297.8823529
14,Ekko,MID,1,1,2007.5,1.5,2.5,4.5,2.4,205942,180235.5,25343,362.5,13368,11350.5,1831.5,185.5,6045,1,18205.5,2849.5,2849.5,55,13.5,25190,12973.5,11717,498,13281.5,13062.5,1,0,278,26.5,20.5,4.5,354.5,17.5,3.5,0,35,4.5,0,0,0,0,0,9.25,7.85,520.8,489.05,368.25,272.45,841.35,461.5
15,Evelynn,JUNGLE,0,2,1932.5,1,1,1.5,2.5,148362.5,121345.5,15897.5,11118.5,7163.5,6949.5,184,29.5,7482,1,8849.5,4776,76,74,4.5,16110.5,3743.5,12326.5,40.5,10240,9950,0,0,18,143.5,106.5,4,407.5,14,6,0,42,7.5,0,0,0,0,0,0.8,0.25,383.55,351.1,307.7,265.45,378.45,530.25
16,Ezreal,BOTCARRY,15,19,2250.088235,2.470588235,1.382352941,4.5,5.042553191,256987.0294,37463.70588,212025.1176,7497.264706,26722.44118,6202.441176,19290.88235,1228.470588,2572,3.147058824,9783.764706,14050.41176,5678.058824,49.02941176,12.11764706,12873.94118,5939.588235,6610.558824,323.0588235,16212.73529,14441.35294,1.970588235,0.294117647,355.8823529,23.05882353,16.17647059,3.411764706,797.7647059,15.91176471,4.970588235,0,18.73529412,14.35294118,0.058823529,0.117647059,0.058823529,0.147058824,0.205882353,10.77647059,9.014705882,449.4352941,325.6058824,422.8205882,309.2764706,225.0382353,176.8588235
17,Fiora,TOP,1,1,2043,1.5,4,4.5,1.5,212459,2625.5,203726.5,6106,16524.5,1010.5,10747,4766,7020.5,3.5,26666.5,3766,3230.5,30,5,29723,7868.5,18606,3247,14078.5,12733,1,0,308.5,16,9.5,0,107.5,16.5,3,0,20,3.5,0,0,0,0,0,9.35,6.95,555.1,423.45,407.25,255.35,615.4,523.8
18,Galio,MID,8,7,2263.466667,2.933333333,2.2,5,3.606060606,263743.2,213311.4,7913.2,42517.46667,15818.66667,15388.8,131.3333333,298.0666667,3866,1.6,37316,5082.266667,2198.533333,36,23.86666667,20663.53333,6114.333333,13566.86667,981.4,14708.8,13918.33333,0.466666667,0.066666667,314.7333333,18.46666667,15.26666667,2.533333333,201.6666667,17.2,6.933333333,0,21.06666667,6.4,0.333333333,0,0,0,0.333333333,10.32666667,8.146666667,560.0266667,474.56,388.4466667,293.9933333,373.0466667,329.1933333
19,Gangplank,TOP,15,14,2369.448276,2.517241379,1.827586207,5.793103448,4.547169811,441671.8621,15194.27586,388914.4483,37562.10345,23436.55172,5994.241379,15256.17241,2185.241379,7169.482759,1.620689655,18081.72414,11228.10345,4362.241379,48.24137931,16.37931034,23680.27586,9165.965517,13780.2069,733.3793103,18547.13793,17787.31034,1.448275862,0.379310345,362.5517241,16.17241379,9.275862069,1.172413793,940.1724138,17.31034483,4.275862069,0,25.10344828,5.068965517,0.034482759,0.068965517,0.068965517,0.068965517,0.172413793,10.08965517,7.589655172,550.4827586,445.9758621,455.9206897,308.7103448,464.4448276,354.5413793
20,Gnar,TOP,10,25,2336.485714,1.6,2.257142857,3.342857143,2.189873418,237361.5429,23244.68571,209080.0286,5036.028571,15643.48571,2859.142857,12581.77143,201.9142857,2699.057143,0.971428571,24275.4,7015.742857,2888.257143,47.31428571,28.8,25639.8,10202.2,14407.25714,1029.628571,14866.51429,14087.14286,1.085714286,0.228571429,337.6857143,16.88571429,8.171428571,2.314285714,1331.771429,17.42857143,5.028571429,0,22.91428571,8.685714286,0.057142857,0.085714286,0,0.114285714,0.142857143,10.34571429,8.548571429,557.9314286,467.3114286,398.1428571,277.2914286,428.3,304.36
21,Gragas,JUNGLE,1,2,2137,0.666666667,2.666666667,3.333333333,1.5,123848.3333,85203.66667,21106.33333,17537.33333,4638,4215.666667,377.3333333,44.33333333,13442.66667,1,24044,13780,286.6666667,115.6666667,17.66666667,32023.66667,7193.666667,23760,1069.333333,9889,9133.333333,0,0,39.33333333,112.6666667,80.33333333,9,649.3333333,14,10.33333333,0,60.33333333,24.33333333,0,0,0.333333333,0,0,1.1,0.4,388.4333333,314.8666667,279.7666667,254.4666667,637.5333333,659.4333333
22,Illaoi,TOP,1,0,4089,2,8,4,0.75,514392,15194,498623,574,33724,1065,32175,484,29557,1,120462,6683,3032,145,8,77442,25994,33847,17600,24600,25010,0,0,497,0,0,0,163,18,5,0,89,14,0,0,0,0,0,8.8,8.2,440.4,481.7,346,265.1,628.9,234.5
23,Ivern,JUNGLE,3,0,2826,0.666666667,0.666666667,8.333333333,13.5,397223.6667,9504.333333,5761.666667,381957,5698.333333,2446.666667,1130,2120.666667,11224,8,12831.66667,8886.666667,2177.666667,86,31.66666667,10020.66667,4015.333333,5642.333333,362.3333333,13626.66667,12075,1,0.333333333,25.33333333,126.6666667,105,3,107.6666667,16,11,0,57,13.33333333,0,0,0.666666667,0,0,0.4,0.3,407.2666667,307.5,270.8333333,247.9666667,72.83333333,57.66666667
24,Janna,SUPPORT,7,6,2148.692308,0.230769231,1.230769231,5.230769231,4.4375,19390.30769,15121.53846,3679.230769,588.6923077,4760.076923,4185.769231,323.0769231,250.6923077,5850.153846,8.769230769,3657.076923,1822.692308,1111.615385,81.69230769,28.38461538,6510.846154,3346,2947.846154,216.3846154,8479.307692,7539.230769,0.615384615,0,19.76923077,0,0,0,145,13.69230769,20,0,54.46153846,12.30769231,0,0.076923077,0.384615385,0,0.384615385,0.515384615,0.223076923,305.2769231,270.6153846,215.7076923,155.7,140.6384615,129.5923077
25,Jarvan IV,JUNGLE,21,11,2281.5625,1.15625,1.90625,8.03125,4.819672131,147840.5625,41909.03125,89517.6875,16412.84375,6185.1875,904.71875,4904.09375,375.84375,8966.6875,1,36959.40625,14669.4375,1201.71875,133.125,11.6875,31720.875,10537,20489.28125,693.75,11942.25,10920.15625,0.28125,0.0625,40.21875,140.4375,94.9375,10.0625,654.9375,15.40625,11.3125,0,72.125,21.71875,0.1875,0.03125,0.25,0.0625,0.4375,1.04375,0.38125,392.375,331.671875,311.440625,262.025,628.29375,562.228125
26,Jax,JUNGLE,3,6,2262,1.111111111,1.444444444,3.333333333,3.076923077,186483.4444,67093.88889,102218,17170.66667,5970.444444,1671.444444,3653.666667,644.3333333,10627.55556,1,20933.44444,18218.33333,1860.444444,119.6666667,9,27134.33333,10157.66667,16422.22222,553.7777778,12190.33333,11593.66667,1.111111111,0.111111111,58.44444444,164.8888889,109.6666667,8.777777778,803.4444444,15.88888889,13.88888889,0,55.66666667,26,0,0.111111111,0.111111111,0,0.111111111,0.966666667,0.333333333,415.8222222,346.5111111,316.7333333,259.4888889,631.7,533.4111111
27,Jax,TOP,1,1,1837,2,1,0.5,2.5,185927.5,26887.5,157804.5,1234.5,12756.5,3351,9398.5,7,2599.5,1,13883.5,11709,4782,34.5,13.5,21470,8807.5,11500.5,1161,12431.5,11645.5,0.5,0.5,263,30,17.5,2,76,16.5,6.5,0,19.5,3.5,0,0,0,0.5,0.5,9.9,7.8,549.5,451.3,429.1,293.4,545.6,359.55
28,Jayce,TOP,1,2,2146.666667,1.333333333,3.333333333,5,1.9,223760.3333,28741.66667,186087.6667,8930.333333,17531,3840.333333,13690,0,2199.666667,1,14411.66667,5349.666667,3761.666667,76.33333333,8,17622.66667,7011,10201.66667,409.6666667,13711.33333,12975,1.666666667,0,336.6666667,21,15,2.666666667,313.3333333,17.33333333,5.666666667,0,45.33333333,10.66666667,0,0,0,0,0.333333333,9.766666667,9.266666667,533.9333333,459.7333333,363.6333333,309.7666667,318.8,209.0333333
29,Jhin,BOTCARRY,4,5,2035.888889,3.333333333,1.555555556,4,4.714285714,248585.1111,24802.22222,220886.2222,2895.888889,18606.44444,1956.111111,16274.88889,374.8888889,2166.111111,2.444444444,5190,16059.11111,5090.666667,29.33333333,16.88888889,10538.33333,4311.222222,5948.555556,278.1111111,14209.11111,13272.22222,1.555555556,0.222222222,312.5555556,19.66666667,13.22222222,2.111111111,293.6666667,15.44444444,5.666666667,0,13.77777778,8.222222222,0,0,0.111111111,0.222222222,0.111111111,10.73333333,8.511111111,438.3555556,327.7555556,394.6222222,280.8222222,204.4888889,171.9555556
30,Jinx,BOTCARRY,3,4,2307.285714,3.714285714,1.714285714,3.428571429,4.166666667,336462.1429,12722.57143,318528,5210.714286,32005.57143,1791.285714,28349.57143,1864,4334.285714,2.857142857,10500.85714,22118.42857,5320.428571,58.14285714,20.14285714,15148.85714,7711.714286,7045.571429,391,17365.28571,16947.14286,1.857142857,0.428571429,387.4285714,47.71428571,33,6.857142857,471,16.28571429,4,0,14.42857143,22.71428571,0,0.142857143,0,0,0.285714286,10.82857143,9.514285714,449.5285714,327.8571429,420.3142857,297.4,274.4,220.5857143
31,Kalista,BOTCARRY,2,7,2166.444444,2.777777778,3.111111111,3,1.857142857,224057.3333,2502.555556,206079.8889,15473.77778,15271.77778,816.8888889,13881.33333,572.6666667,2544,2.888888889,13403.55556,11755.11111,4057.444444,47.11111111,16.33333333,12693.22222,4798.666667,7596.222222,297.7777778,14912.44444,14063.88889,1.333333333,0.111111111,339.1111111,29.11111111,15.55555556,1.888888889,1071.666667,15.44444444,3.888888889,0,15.88888889,13.88888889,0.444444444,0.555555556,0,0,0.222222222,10.04444444,9.211111111,406.6666667,319.1888889,403.6666667,312.4333333,244.6666667,157.0555556
32,Karma,MID,1,1,2304,0.5,2.5,8.5,3.6,366206,197315,17521,151370,17305,15750,859.5,695,2939,3,21444.5,5424,2750.5,35.5,19.5,14986,7531,6473.5,980.5,13536.5,12255,0.5,0.5,291.5,28,26,2,863,17,6.5,0,19,5.5,0,0,0,0.5,0,9.55,8.9,530.35,481,346.15,289.5,376.15,273.7
33,Karma,SUPPORT,1,3,2211.5,1.75,2.5,6,3.1,26460.5,20299,5070.75,1089.75,8659.75,7028,779,851.5,3020.25,2.75,6902.5,3136.5,1324.5,75.75,13.5,9777.75,4846,4493.75,437.25,8584.75,7906.25,0,0.5,14.5,0,0,0,202.5,13.75,21,0,50.5,10,0.25,0,0.5,0.25,0,0.4,0.3,317.925,242.325,217.2,171.375,179.65,153.125
34,Kassadin,MID,5,4,2140.444444,3.888888889,1.555555556,4.555555556,5.428571429,221814.2222,164614,35674.55556,21525.11111,20047.11111,18564.22222,1058.666667,423.5555556,5412.222222,1,17747.88889,5707.111111,3777.111111,42,18.44444444,21174.44444,8000.222222,12121.33333,1051.777778,14747.55556,13757.77778,1,0.222222222,317.8888889,18.11111111,15.44444444,1.222222222,262.8888889,16.55555556,5.222222222,0,18.44444444,9.888888889,0.111111111,0,0,0,0.444444444,10.07777778,8.544444444,530.7777778,470.7333333,399.4,291.5777778,528.0333333,291.7666667
35,Kayn,JUNGLE,0,1,2155,2,1,2,4,187414,6401,168139,12872,11768,67,11432,268,16682,1,19273,970,131,123,15,27198,9837,17336,25,11286,10925,0,0,58,138,106,4,470,15,8,0,62,24,0,0,0,0,0,1,1,524.1,358,386.2,235.6,675.2,534.5
36,Kha'Zix,JUNGLE,14,6,2233.45,2.05,1.6,4.85,4.3125,186030.8,7391.45,163123.1,15515.6,10692.8,640.45,9520.75,530.85,15754.3,1,15938.55,18858.95,1682.9,102.3,8.9,28541.4,8043.7,20170.05,327.15,12433.4,11229.25,0.8,0.2,38.05,165.15,110.8,12.25,567.25,15.85,10.9,0,57.1,16.95,0.25,0.05,0.05,0.05,0.4,0.79,0.295,429.205,342.365,331.44,261.685,803.105,669.495
37,Kled,TOP,0,1,2836,4,1,5,9,327018,873,315322,10821,14465,873,12980,611,7882,1,59860,12386,2208,89,15,47538,17746,29388,403,19612,19555,0,0,407,44,14,19,304,18,3,0,43,22,0,0,0,0,0,10.7,7.7,600,408.4,397.2,254.4,570.6,558.1
38,Kog'Maw,BOTCARRY,9,8,2323.529412,3.588235294,1.058823529,3.882352941,7.055555556,269581.5294,104063.2941,138685.4706,26832,24712.11765,13749.41176,9510.411765,1451.588235,4173.411765,3.352941176,13920,18288.11765,6328.352941,50.29411765,9.882352941,13615.29412,5622.411765,7748.764706,243.4705882,16607.58824,15513.52941,1.823529412,0.352941176,369.0588235,23.35294118,15.94117647,1.882352941,876.4117647,16.11764706,5.705882353,0,15.17647059,15.64705882,0,0.058823529,0.058823529,0.117647059,0.176470588,10.75294118,9.1,420.6235294,318.9176471,392.4117647,291.8529412,220.7882353,167.4470588
39,LeBlanc,MID,0,2,2745.5,5,3.5,2.5,2.142857143,253120,196617.5,44912.5,11589.5,29869.5,27808.5,1476.5,583,11028,1,12826,8827.5,2139,81,22,27459.5,14137,12530,792,17284,19572.5,1.5,1,361,17.5,16,1,116.5,17.5,9,0,41.5,8.5,0,0,0,0.5,0,9.8,7.6,545.85,471.35,395.05,262.45,492.2,240.7
40,Lee Sin,JUNGLE,0,1,2556,0,5,5,1,199375,34911,144685,19778,5917,1009,4857,51,10943,1,33226,18692,115,134,11,37828,10528,25329,1970,12746,11500,0,0,30,186,123,17,1089,17,15,0,80,24,0,0,0,0,0,0.4,0.6,377.3,326.2,284.9,245.6,673.1,645.4
41,Leona,SUPPORT,1,0,2794,2,1,12,14,128598,5993,7470,115134,6158,3844,1013,1300,5316,5,27531,2015,505,113,32,23417,10035,11365,2016,12700,11350,0,0,90,0,0,0,55,17,30,0,90,12,0,0,0,0,0,1.7,1.5,298.7,271.1,253.4,146.6,403,147.7
42,Lucian,TOP,1,0,2460,1,4,2,0.75,224655,7950,211365,5340,12312,1140,11171,0,2524,1,10171,11086,6575,55,1,15716,8245,6013,1456,15387,15175,2,2,334,18,13,0,34,18,13,0,32,10,0,0,0,1,0,10.1,8.9,511.4,475,395.5,314.8,520.2,223.3
